wavelength_nm,led_mw_per_nm,dichroic_t,ir_cut_t,qe_r,qe_g,qe_b
437.9959800,2.842772941,0.9509170276,0.9361597186,0.04788277380,0.1227142112,0.5105999402
438.2160900,2.873731777,0.9514815469,0.9361751263,0.04773089790,0.1230311696,0.5116982891
438.4362200,2.943698744,0.9520502307,0.9361905354,0.04757900820,0.1233481568,0.5127967378
438.6563600,3.000397640,0.9526189404,0.9362059452,0.04742711160,0.1236651584,0.5138952364
438.8765100,3.075671837,0.9531876759,0.9362213557,0.04727520810,0.1239821744,0.5149937849
439.0966800,3.127019277,0.9538809676,0.9362367676,0.04712329080,0.1242992192,0.5160924332
439.3168700,3.193448092,0.9547333671,0.9362521809,0.04697135970,0.1246162928,0.5171911813
439.5370600,3.210298544,0.9555857667,0.9362675942,0.04681942860,0.1249333664,0.5182899294
439.7572700,3.265184136,0.9564382436,0.9362830089,0.04666748370,0.1252504688,0.5193887773
439.9775000,3.296187198,0.9572907980,0.9362984250,0.04651552500,0.1255676000,0.5204877250
440.1977400,3.331612951,0.9581622357,0.9363296610,0.04643079100,0.1259401128,0.5212129940
440.4179900,3.374999548,0.9590358573,0.9363626985,0.04635370350,0.1263189428,0.5218957690
440.6382600,3.406887148,0.9599095583,0.9363957390,0.04627660900,0.1266978072,0.5225786060
440.8585500,3.486584036,0.9607833386,0.9364287825,0.04619950750,0.1270767060,0.5232615050
441.0788400,3.557435542,0.9615790436,0.9364618260,0.04612240600,0.1274556048,0.5239444040
441.2991500,3.595514909,0.9622347302,0.9364948725,0.04604529750,0.1278345380,0.5246273650
441.5194800,3.640670582,0.9628904764,0.9365279220,0.04596818200,0.1282135056,0.5253103880
441.7398200,3.671673644,0.9635462523,0.9365609730,0.04589106300,0.1285924904,0.5259934420
441.9601700,3.729257078,0.9642020580,0.9365940255,0.04581394050,0.1289714924,0.5266765270
442.1805400,3.729257078,0.9647656130,0.9366270810,0.04573681100,0.1293505288,0.5273596740
442.4009200,3.744294226,0.9653088277,0.9366601380,0.04565967800,0.1297295824,0.5280428520
442.6213200,3.759375602,0.9658520917,0.9366931980,0.04558253800,0.1301086704,0.5287260920
442.8417300,3.808069427,0.9663953803,0.9367262595,0.04550539450,0.1304877756,0.5294093630
